associatedReferences,associatedReferencesID,acceptedNameUsage,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,verbatimEventDate,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.COERULUM,gbif:1355282,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.70,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2040,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.ZONULUM,gbif:1355337,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.60,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2055,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,P.PARVUS,gbif:1355689,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.73,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2139,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,P.ANDRENOIDES,gbif:1355792,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.56,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2141,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,P.OCTOMACULATA,gbif:1356526,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.53,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2142,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.ASTERIS,gbif:1356868,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.88,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2186,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.CRESSONII,gbif:1357020,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.72,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2146,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.SPIREANA,gbif:1357051,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.66,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2168,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.CRATAGEI,gbif:1357081,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.40,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2151,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.INTEGRA,gbif:1357168,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.52,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2174,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.NUBECULA,gbif:1357197,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.95,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2182,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.IMITATRIX,gbif:1357223,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.60,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2173,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.ALLEGHANIENSIS,gbif:1357228,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.96,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2177,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.SIMPLEX,gbif:1357232,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.01,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2190,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.NIVALIS,gbif:1357243,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.75,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2148,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.SIGMUNDI,gbif:1357247,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.10,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2184,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.COMMODA,gbif:1357248,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,4.00,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2149,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.ALGIDA,gbif:1357273,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.61,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2176,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.CLARKELLA,gbif:1357338,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.39,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2175,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.NIGRAE,gbif:1357360,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.90,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2147,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.HIRTICINCTA,gbif:1357383,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.55,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2143,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.CHROMOTRICHA,gbif:1357394,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.69,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2178,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.HIPPOTES,gbif:1357400,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.87,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2145,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.ZIZIEA,gbif:1357441,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.30,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2157,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.RUGOSA,gbif:1357496,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.28,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2165,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.WSCRIPTA,gbif:1357501,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.70,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2180,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.NASSONI,gbif:1357506,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.65,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2167,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.RUFOSIGNATA,gbif:1357510,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.57,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2188,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.MORISONELLA,gbif:1357530,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.93,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2160,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.WHEELERI,gbif:1357536,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.30,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2144,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.CEANOTHI,gbif:1357589,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.73,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2172,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.PLATYPARIA,gbif:1357608,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.60,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2185,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.CARLINI,gbif:1357621,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.70,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2150,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.ROBERTSONI,gbif:1357649,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.69,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2170,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.GERANII,gbif:1357656,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.66,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2159,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.MISERABILIS,gbif:1357679,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.56,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2152,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.REGULARIS,gbif:1357735,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.53,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2189,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.MILWAUKIENSIS,gbif:1357746,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.11,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2153,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.VICINA,gbif:1357790,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.35,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2154,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.FRIGIDA*,gbif:1357832,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.01,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2155,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.FRAGILIS,gbif:1357847,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.50,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2183,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.BREVIPALPIS,gbif:1357883,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.53,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2181,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.FORBESII,gbif:1357888,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.00,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2166,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
